"Aou","stateroute","n","occ","Mean.Temp","Mean.Precip","Mean.Elev","Mean.EVI","SD.Temp","SD.Precip","SD.Elev","SD.EVI","Longi","Lati","sum.EVI","elev.mean","mat","ap.mean","MainCompAOU","FocalAbundance","FocalOcc","FocalSciName","AllCompSum","MainCompSum","CompOcc","nroutes","comp_scaled","zTemp","zPrecip","zElev","zEVI","FocalOcc_scale","occ_logit","numyears","c_s","abTemp","abElev","abPrecip","abEVI"
2881,33027,1,0.0666666666666667,4.5368580060423,545.410570311614,681.208189550942,0.377540938277946,2.17091680976682,165.939472668183,450.179877552282,0.0943481578066225,-112.51,42.85,0.2446225,1586.12465645268,7.1,336.795772159154,3000,2,0.0666666666666667,"Perdix perdix",0,0,0,31,0,1.18067259990171,-1.25717404544012,2.01012198017812,-1.40880798701314,0.071,-2.57142886177252,1,-1.5169912954634,1.18067259990171,2.01012198017812,1.25717404544012,1.40880798701314
2881,36006,2,0.133333333333333,4.5368580060423,545.410570311614,681.208189550942,0.377540938277946,2.17091680976682,165.939472668183,450.179877552282,0.0943481578066225,-90.29,41.97,0.5233175,219.899410351175,8.8,894.368565425482,3000,4,0.133333333333333,"Perdix perdix",0,0,0,31,0,1.96375189264651,2.10292337020773,-1.02472101087235,1.54509176555244,0.137,-1.84043376525531,1.99999999999999,-1.5169912954634,1.96375189264651,1.02472101087235,2.10292337020773,1.54509176555244
2881,4004,15,1,4.5368580060423,545.410570311614,681.208189550942,0.377540938277946,2.17091680976682,165.939472668183,450.179877552282,0.0943481578066225,-113.61,49.8,0.2801375,1109.89372075464,4.5,455.839077117994,3000,3.4,1,"Perdix perdix",0,0,0,31,0,-0.0169780831197558,-0.539784125822369,0.952253871351486,-1.03238304321305,0.995,5.29330482472449,15,-1.5169912954634,0.0169780831197558,0.952253871351486,0.539784125822369,1.03238304321305
2881,4007,2,0.133333333333333,4.5368580060423,545.410570311614,681.208189550942,0.377540938277946,2.17091680976682,165.939472668183,450.179877552282,0.0943481578066225,-111.85,50.56,0.3990975,751.399889285858,4.1,330.720617638461,3000,2.5,0.133333333333333,"Perdix perdix",0,0,0,31,0,-0.201232034353827,-1.2937847109015,0.155919229701164,0.228478883140857,0.137,-1.84043376525531,1.99999999999999,-1.5169912954634,0.201232034353827,0.155919229701164,1.2937847109015,0.228478883140857
2881,4014,2,0.133333333333333,4.5368580060423,545.410570311614,681.208189550942,0.377540938277946,2.17091680976682,165.939472668183,450.179877552282,0.0943481578066225,-113.76,51.23,0.4082125,1017.95948775249,3,419.154802561432,3000,5.5,0.133333333333333,"Perdix perdix",0,0,0,31,0,-0.707930400247522,-0.760854338754267,0.74803720688835,0.325089142544991,0.137,-1.84043376525531,1.99999999999999,-1.5169912954634,0.707930400247522,0.74803720688835,0.760854338754267,0.325089142544991
2881,4018,1,0.0666666666666667,4.5368580060423,545.410570311614,681.208189550942,0.377540938277946,2.17091680976682,165.939472668183,450.179877552282,0.0943481578066225,-110.71,52.43,0.3120275,693.949536319357,1.9,397.788249970561,3000,2,0.0666666666666667,"Perdix perdix",1,1,0.133333333333333,31,0.333333333333333,-1.21462876614122,-0.889615460187961,0.0283027905149657,-0.694379623312021,0.071,-2.57142886177252,1,-0.488094062915433,1.21462876614122,0.0283027905149657,0.889615460187961,0.694379623312021
2881,4022,1,0.0666666666666667,4.5368580060423,545.410570311614,681.208189550942,0.377540938277946,2.17091680976682,165.939472668183,450.179877552282,0.0943481578066225,-114.48,52.01,0.4210225,1041.00503302007,2.3,497.046073776905,3000,1,0.0666666666666667,"Perdix perdix",1,1,0.2,31,0.5,-1.03037481490715,-0.291458661143392,0.799229066890807,0.460862858723484,0.071,-2.57142886177252,1,0.0263545533585492,1.03037481490715,0.799229066890807,0.291458661143392,0.460862858723484
2881,4040,2,0.133333333333333,4.5368580060423,545.410570311614,681.208189550942,0.377540938277946,2.17091680976682,165.939472668183,450.179877552282,0.0943481578066225,-114.75,54.08,0.4366,691.385549240607,1.7,504.065672696589,3000,2,0.133333333333333,"Perdix perdix",1,1,0.466666666666667,31,0.333333333333333,-1.30675574175825,-0.249156496343094,0.0226073180902744,0.625969421078712,0.137,-1.84043376525531,1.99999999999999,-0.488094062915433,1.30675574175825,0.0226073180902744,0.249156496343094,0.625969421078712
2881,4114,9,0.6,4.5368580060423,545.410570311614,681.208189550942,0.377540938277946,2.17091680976682,165.939472668183,450.179877552282,0.0943481578066225,-113.91,51.56,0.39682,1012.323768251,2.7,437.648321952215,3000,2.11111111111111,0.6,"Perdix perdix",0,0,0,31,0,-0.846120863673075,-0.649406959216288,0.73551838989428,0.204339567091168,0.599,0.40130017080888,9,-1.5169912954634,0.846120863673075,0.73551838989428,0.649406959216288,0.204339567091168
2881,4115,3,0.2,4.5368580060423,545.410570311614,681.208189550942,0.377540938277946,2.17091680976682,165.939472668183,450.179877552282,0.0943481578066225,-114.18,51.55,0.418745,1096.25645269865,2.3,462.571437871513,3000,1.33333333333333,0.2,"Perdix perdix",0,0,0,31,0,-1.03037481490715,-0.499212942575444,0.921960940156652,0.436723542673794,0.203,-1.36764869974843,3,-1.5169912954634,1.03037481490715,0.921960940156652,0.499212942575444,0.436723542673794
